[3]	train-error:0.170607	eval-error:0.148705
[4]	train-error:0.169674	eval-error:0.148725
[5]	train-error:0.167779	eval-error:0.148198
[6]	train-error:0.166977	eval-error:0.148093
[7]	train-error:0.166151	eval-error:0.147074
[8]	train-error:0.165941	eval-error:0.147648
[9]	train-error:0.165195	eval-error:0.147268
[10]	train-error:0.164327	eval-error:0.146020
[11]	train-error:0.163805	eval-error:0.145184
[12]	train-error:0.163508	eval-error:0.145185
[13]	train-error:0.163155	eval-error:0.144399
[14]	train-error:0.162915	eval-error:0.143699
[15]	train-error:0.162783	eval-error:0.143518
[16]	train-error:0.162451	eval-error:0.143463
[17]	train-error:0.162266	eval-error:0.143315
[18]	train-error:0.162010	eval-error:0.143431
[19]	train-error:0.161782	eval-error:0.142447
[20]	train-error:0.161616	eval-error:0.142185
[21]	train-error:0.161394	eval-error:0.141764
[22]	train-error:0.161192	eval-error:0.141603
[23]	train-error:0.160995	eval-error:0.141269
[24]	train-error:0.160792	eval-error:0.141259
[25]	train-error:0.160634	eval-error:0.141424
[26]	train-error:0.160490	eval-error:0.141055
[27]	train-error:0.160202	eval-error:0.141397
[28]	train-error:0.160152	eval-error:0.141566
[29]	train-error:0.159998	eval-error:0.141847
[30]	train-error:0.159829	eval-error:0.141344
[31]	train-error:0.159618	eval-error:0.141377
[32]	train-error:0.159521	eval-error:0.141341
[33]	train-error:0.159290	eval-error:0.141630
[34]	train-error:0.159177	eval-error:0.141612
[35]	train-error:0.158975	eval-error:0.141035
[36]	train-error:0.158796	eval-error:0.141257
[37]	train-error:0.158671	eval-error:0.141115
[38]	train-error:0.158504	eval-error:0.141290
[39]	train-error:0.158314	eval-error:0.141349
[40]	train-error:0.158173	eval-error:0.141531
[41]	train-error:0.158022	eval-error:0.141221
[42]	train-error:0.157883	eval-error:0.141069
[43]	train-error:0.157698	eval-error:0.141401
[44]	train-error:0.157674	eval-error:0.141363
[45]	train-error:0.157578	eval-error:0.141376
[46]	train-error:0.157443	eval-error:0.141422
[47]	train-error:0.157349	eval-error:0.141330
[48]	train-error:0.157253	eval-error:0.141333
[49]	train-error:0.157018	eval-error:0.141545
[0]	train-error:0.177630	eval-error:0.152502
[1]	train-error:0.173226	eval-error:0.150643
[2]	train-error:0.172714	eval-error:0.149774
[3]	train-error:0.171404	eval-error:0.148130
[4]	train-error:0.167065	eval-error:0.145284
[5]	train-error:0.165771	eval-error:0.144568
[6]	train-error:0.165044	eval-error:0.143563
[7]	train-error:0.164564	eval-error:0.142740
[8]	train-error:0.164547	eval-error:0.143358
[9]	train-error:0.164043	eval-error:0.142165
[10]	train-error:0.163852	eval-error:0.141911
[11]	train-error:0.163481	eval-error:0.141651
[12]	train-error:0.163161	eval-error:0.141483
[13]	train-error:0.163124	eval-error:0.141008
[14]	train-error:0.162903	eval-error:0.141188
[15]	train-error:0.162624	eval-error:0.140967
[16]	train-error:0.162440	eval-error:0.140824
[17]	train-error:0.162321	eval-error:0.140921
[18]	train-error:0.162031	eval-error:0.140942
[19]	train-error:0.161830	eval-error:0.140969
[20]	train-error:0.161687	eval-error:0.140772
[21]	train-error:0.161519	eval-error:0.140681
[22]	train-error:0.161362	eval-error:0.140637
[23]	train-error:0.161312	eval-error:0.140998
[24]	train-error:0.161058	eval-error:0.140864
[25]	train-error:0.160854	eval-error:0.140761
[26]	train-error:0.160600	eval-error:0.140779
[27]	train-error:0.160528	eval-error:0.140869
[28]	train-error:0.160345	eval-error:0.141044
[29]	train-error:0.160197	eval-error:0.140704
[30]	train-error:0.159961	eval-error:0.140557
[31]	train-error:0.159893	eval-error:0.140331
[32]	train-error:0.159724	eval-error:0.140201
[33]	train-error:0.159550	eval-error:0.140423
[34]	train-error:0.159327	eval-error:0.140372
[35]	train-error:0.159200	eval-error:0.140025
[36]	train-error:0.159063	eval-error:0.140052
[37]	train-error:0.158855	eval-error:0.139884
[38]	train-error:0.158772	eval-error:0.140015
[39]	train-error:0.158713	eval-error:0.140118
[40]	train-error:0.158587	eval-error:0.140125
[41]	train-error:0.158399	eval-error:0.140076
[42]	train-error:0.158207	eval-error:0.140356
[43]	train-error:0.158122	eval-error:0.140367
[44]	train-error:0.157982	eval-error:0.140258
[45]	train-error:0.157873	eval-error:0.140213
[46]	train-error:0.157736	eval-error:0.140175
[47]	train-error:0.157626	eval-error:0.139885
[48]	train-error:0.157460	eval-error:0.139793
[49]	train-error:0.157320	eval-error:0.140021
[0]	train-error:0.168729	eval-error:0.150000
[1]	train-error:0.166455	eval-error:0.146386
[2]	train-error:0.165575	eval-error:0.145885
[3]	train-error:0.165375	eval-error:0.145788
[4]	train-error:0.165003	eval-error:0.145313
[5]	train-error:0.164666	eval-error:0.145378
[6]	train-error:0.164524	eval-error:0.145896
[7]	train-error:0.164019	eval-error:0.145303
[8]	train-error:0.163748	eval-error:0.145337
[9]	train-error:0.163543	eval-error:0.145557
[10]	train-error:0.163358	eval-error:0.144814
[11]	train-error:0.163134	eval-error:0.145020
[12]	train-error:0.162978	eval-error:0.144668
[13]	train-error:0.162800	eval-error:0.145086
[14]	train-error:0.162705	eval-error:0.144641
[15]	train-error:0.162426	eval-error:0.144454
[16]	train-error:0.162332	eval-error:0.144288
[17]	train-error:0.162216	eval-error:0.143891
[18]	train-error:0.161973	eval-error:0.144127
[19]	train-error:0.161758	eval-error:0.144228
[20]	train-error:0.161551	eval-error:0.144477
[21]	train-error:0.161249	eval-error:0.144498
[22]	train-error:0.161155	eval-error:0.144067
[23]	train-error:0.161015	eval-error:0.144231
[24]	train-error:0.160862	eval-error:0.143880
[25]	train-error:0.160722	eval-error:0.144119
[26]	train-error:0.160542	eval-error:0.144033
[27]	train-error:0.160443	eval-error:0.144215
[28]	train-error:0.160243	eval-error:0.144040
[29]	train-error:0.160164	eval-error:0.143473
[30]	train-error:0.159999	eval-error:0.143694
[31]	train-error:0.159901	eval-error:0.143341
[32]	train-error:0.159732	eval-error:0.143357
[33]	train-error:0.159573	eval-error:0.143189
[34]	train-error:0.159472	eval-error:0.143233
[35]	train-error:0.159254	eval-error:0.143470
[36]	train-error:0.159124	eval-error:0.143401
[37]	train-error:0.159040	eval-error:0.143291
[38]	train-error:0.158952	eval-error:0.143705
[39]	train-error:0.158748	eval-error:0.143694
[40]	train-error:0.158700	eval-error:0.143792
[41]	train-error:0.158565	eval-error:0.143552
[42]	train-error:0.158444	eval-error:0.143807
[43]	train-error:0.158277	eval-error:0.143449
[44]	train-error:0.158225	eval-error:0.143564
[45]	train-error:0.157988	eval-error:0.143601
[46]	train-error:0.157898	eval-error:0.143527
[47]	train-error:0.157801	eval-error:0.143332
[48]	train-error:0.157650	eval-error:0.142850
[49]	train-error:0.157569	eval-error:0.142846
[0]	train-error:0.175602	eval-error:0.157712
[1]	train-error:0.177037	eval-error:0.155193
[2]	train-error:0.172411	eval-error:0.152758
[3]	train-error:0.167499	eval-error:0.150893
[4]	train-error:0.165524	eval-error:0.150322
[5]	train-error:0.165130	eval-error:0.150115
[6]	train-error:0.164694	eval-error:0.150061
[7]	train-error:0.164848	eval-error:0.149548
[8]	train-error:0.164727	eval-error:0.149491
[9]	train-error:0.164200	eval-error:0.149344
[10]	train-error:0.163918	eval-error:0.148702
[11]	train-error:0.163695	eval-error:0.148424
[12]	train-error:0.163324	eval-error:0.148266
[13]	train-error:0.163122	eval-error:0.148028
[14]	train-error:0.162905	eval-error:0.147668
[15]	train-error:0.162587	eval-error:0.147624
[16]	train-error:0.162419	eval-error:0.147647
[17]	train-error:0.162329	eval-error:0.147587
[18]	train-error:0.162216	eval-error:0.147094
[19]	train-error:0.162014	eval-error:0.147026
[20]	train-error:0.161850	eval-error:0.147121
[21]	train-error:0.161675	eval-error:0.147139
[22]	train-error:0.161533	eval-error:0.147088
[23]	train-error:0.161342	eval-error:0.147018
[24]	train-error:0.161285	eval-error:0.146962
[25]	train-error:0.161141	eval-error:0.146875
[26]	train-error:0.161033	eval-error:0.146421
[27]	train-error:0.160863	eval-error:0.146340
[28]	train-error:0.160749	eval-error:0.146146
[29]	train-error:0.160600	eval-error:0.146246
[30]	train-error:0.160457	eval-error:0.146603
[31]	train-error:0.160292	eval-error:0.146473
[32]	train-error:0.160096	eval-error:0.145906
[33]	train-error:0.159962	eval-error:0.146132
[34]	train-error:0.159815	eval-error:0.146158
[35]	train-error:0.159709	eval-error:0.146716
[36]	train-error:0.159628	eval-error:0.146278
[37]	train-error:0.159433	eval-error:0.146204
[38]	train-error:0.159236	eval-error:0.146132
[39]	train-error:0.159059	eval-error:0.145793
[40]	train-error:0.158936	eval-error:0.145691
[41]	train-error:0.158724	eval-error:0.146067
[42]	train-error:0.158692	eval-error:0.146151
[43]	train-error:0.158537	eval-error:0.146220
[44]	train-error:0.158322	eval-error:0.146271
[45]	train-error:0.158199	eval-error:0.146066
[46]	train-error:0.158068	eval-error:0.146303
[47]	train-error:0.157946	eval-error:0.146342
[48]	train-error:0.157882	eval-error:0.146389
[49]	train-error:0.157732	eval-error:0.146292
[0]	train-error:0.181674	eval-error:0.151286
[1]	train-error:0.168275	eval-error:0.144308
[2]	train-error:0.167973	eval-error:0.143302
[3]	train-error:0.166372	eval-error:0.143224
[4]	train-error:0.165755	eval-error:0.142593
[5]	train-error:0.165481	eval-error:0.141441
[6]	train-error:0.165214	eval-error:0.140870
[7]	train-error:0.164948	eval-error:0.140535
[8]	train-error:0.164713	eval-error:0.140335
[9]	train-error:0.164513	eval-error:0.140379
[10]	train-error:0.164251	eval-error:0.139580
[11]	train-error:0.164031	eval-error:0.139646
[12]	train-error:0.163857	eval-error:0.139142
[13]	train-error:0.163563	eval-error:0.138840
[14]	train-error:0.163460	eval-error:0.139092
[15]	train-error:0.163193	eval-error:0.138992
[16]	train-error:0.162920	eval-error:0.138875
[17]	train-error:0.162809	eval-error:0.139107
[18]	train-error:0.162554	eval-error:0.138617
[19]	train-error:0.162377	eval-error:0.138658
[20]	train-error:0.162150	eval-error:0.138865
[21]	train-error:0.161998	eval-error:0.138726
[22]	train-error:0.161830	eval-error:0.138835
[23]	train-error:0.161673	eval-error:0.138667
[24]	train-error:0.161600	eval-error:0.138413
[25]	train-error:0.161442	eval-error:0.138198
[26]	train-error:0.161295	eval-error:0.138144
[27]	train-error:0.161055	eval-error:0.138433
[28]	train-error:0.160940	eval-error:0.138204
[29]	train-error:0.160765	eval-error:0.138109
[30]	train-error:0.160648	eval-error:0.138431
[31]	train-error:0.160464	eval-error:0.138610
[32]	train-error:0.160377	eval-error:0.138453
[33]	train-error:0.160290	eval-error:0.138161
[34]	train-error:0.160123	eval-error:0.138218
[35]	train-error:0.160042	eval-error:0.138209
[36]	train-error:0.159914	eval-error:0.138370
[37]	train-error:0.159786	eval-error:0.138429
[38]	train-error:0.159628	eval-error:0.138290
[39]	train-error:0.159482	eval-error:0.138420
[40]	train-error:0.159396	eval-error:0.138699
[41]	train-error:0.159231	eval-error:0.138737
[42]	train-error:0.159048	eval-error:0.138658
[43]	train-error:0.158870	eval-error:0.138668
[44]	train-error:0.158791	eval-error:0.138464
[45]	train-error:0.158599	eval-error:0.138701
[46]	train-error:0.158378	eval-error:0.138755
[47]	train-error:0.158296	eval-error:0.138634
[48]	train-error:0.158212	eval-error:0.138442
[49]	train-error:0.158077	eval-error:0.138653
