[0]	train-error:0.167962	eval-error:0.139887
[1]	train-error:0.166518	eval-error:0.138454
[2]	train-error:0.166046	eval-error:0.138049
[3]	train-error:0.165472	eval-error:0.137516
[4]	train-error:0.164997	eval-error:0.137276
[5]	train-error:0.164814	eval-error:0.137337
[6]	train-error:0.164361	eval-error:0.137097
[7]	train-error:0.164261	eval-error:0.137240
[8]	train-error:0.163749	eval-error:0.137127
[9]	train-error:0.163636	eval-error:0.137274
[10]	train-error:0.163460	eval-error:0.136637
[11]	train-error:0.163132	eval-error:0.136364
[12]	train-error:0.163013	eval-error:0.136475
[13]	train-error:0.162733	eval-error:0.136507
[14]	train-error:0.162580	eval-error:0.136424
[15]	train-error:0.162335	eval-error:0.136572
[16]	train-error:0.162061	eval-error:0.136226
[17]	train-error:0.161800	eval-error:0.136386
[18]	train-error:0.161592	eval-error:0.136358
[19]	train-error:0.161496	eval-error:0.136659
[20]	train-error:0.161408	eval-error:0.136211
[21]	train-error:0.161263	eval-error:0.136348
[22]	train-error:0.161156	eval-error:0.136220
[23]	train-error:0.160977	eval-error:0.136257
[24]	train-error:0.160779	eval-error:0.136267
[25]	train-error:0.160591	eval-error:0.136484
[26]	train-error:0.160428	eval-error:0.136840
[27]	train-error:0.160193	eval-error:0.136340
[28]	train-error:0.159965	eval-error:0.136756
[29]	train-error:0.159826	eval-error:0.136652
[30]	train-error:0.159542	eval-error:0.136635
[31]	train-error:0.159389	eval-error:0.136537
[32]	train-error:0.159292	eval-error:0.136292
[33]	train-error:0.159112	eval-error:0.136380
[34]	train-error:0.158950	eval-error:0.136731
[35]	train-error:0.158753	eval-error:0.136645
[36]	train-error:0.158619	eval-error:0.136343
[37]	train-error:0.158432	eval-error:0.136033
[38]	train-error:0.158302	eval-error:0.136113
[39]	train-error:0.158177	eval-error:0.136100
[40]	train-error:0.157931	eval-error:0.136087
[41]	train-error:0.157762	eval-error:0.136016
[42]	train-error:0.157638	eval-error:0.135626
[43]	train-error:0.157475	eval-error:0.135567
[44]	train-error:0.157383	eval-error:0.135600
[45]	train-error:0.157265	eval-error:0.135496
[46]	train-error:0.157138	eval-error:0.135348
[47]	train-error:0.157029	eval-error:0.136134
[48]	train-error:0.156824	eval-error:0.136043
[49]	train-error:0.156661	eval-error:0.136471
[0]	train-error:0.167540	eval-error:0.145385
[1]	train-error:0.166111	eval-error:0.143626
[2]	train-error:0.165307	eval-error:0.142771
[3]	train-error:0.165094	eval-error:0.143068
[4]	train-error:0.164857	eval-error:0.143005
[5]	train-error:0.164525	eval-error:0.143183
[6]	train-error:0.164348	eval-error:0.142758
[7]	train-error:0.164210	eval-error:0.142304
[8]	train-error:0.163971	eval-error:0.142505
[9]	train-error:0.163680	eval-error:0.142965
[10]	train-error:0.163384	eval-error:0.142320
[11]	train-error:0.163091	eval-error:0.142385
[12]	train-error:0.162962	eval-error:0.142602
[13]	train-error:0.162639	eval-error:0.142331
[14]	train-error:0.162411	eval-error:0.141851
[15]	train-error:0.162195	eval-error:0.141714
[16]	train-error:0.161986	eval-error:0.141785
[17]	train-error:0.161800	eval-error:0.142005
[18]	train-error:0.161618	eval-error:0.142075
[19]	train-error:0.161487	eval-error:0.142122
[20]	train-error:0.161219	eval-error:0.142140
[21]	train-error:0.161068	eval-error:0.142519
[22]	train-error:0.160889	eval-error:0.142824
[23]	train-error:0.160554	eval-error:0.143016
[24]	train-error:0.160385	eval-error:0.142787
[25]	train-error:0.160186	eval-error:0.143064
[26]	train-error:0.160054	eval-error:0.143055
[27]	train-error:0.159792	eval-error:0.142412
[28]	train-error:0.159558	eval-error:0.142557
[29]	train-error:0.159415	eval-error:0.142189
[30]	train-error:0.159249	eval-error:0.142133
[31]	train-error:0.159073	eval-error:0.142134
[32]	train-error:0.158936	eval-error:0.142220
[33]	train-error:0.158814	eval-error:0.141995
[34]	train-error:0.158620	eval-error:0.142051
[35]	train-error:0.158455	eval-error:0.142063
[36]	train-error:0.158293	eval-error:0.141915
[37]	train-error:0.158128	eval-error:0.141805
[38]	train-error:0.157985	eval-error:0.141571
[39]	train-error:0.157838	eval-error:0.141469
[40]	train-error:0.157657	eval-error:0.141278
[41]	train-error:0.157566	eval-error:0.141508
[42]	train-error:0.157389	eval-error:0.141673
[43]	train-error:0.157327	eval-error:0.141931
[44]	train-error:0.157105	eval-error:0.142042
[45]	train-error:0.156966	eval-error:0.141993
[46]	train-error:0.156910	eval-error:0.141745
[47]	train-error:0.156776	eval-error:0.141554
[48]	train-error:0.156638	eval-error:0.141736
[49]	train-error:0.156448	eval-error:0.141553
[0]	train-error:0.167736	eval-error:0.145251
[1]	train-error:0.166528	eval-error:0.142705
[2]	train-error:0.165849	eval-error:0.142058
[3]	train-error:0.165288	eval-error:0.141851
[4]	train-error:0.165188	eval-error:0.141804
[5]	train-error:0.164719	eval-error:0.141324
[6]	train-error:0.164460	eval-error:0.141511
[7]	train-error:0.164093	eval-error:0.141633
[8]	train-error:0.163963	eval-error:0.141166
[9]	train-error:0.163738	eval-error:0.141430
[10]	train-error:0.163446	eval-error:0.141121
[11]	train-error:0.163190	eval-error:0.140712
[12]	train-error:0.162947	eval-error:0.140878
[13]	train-error:0.162694	eval-error:0.140429
[14]	train-error:0.162570	eval-error:0.140703
[15]	train-error:0.162311	eval-error:0.140811
[16]	train-error:0.162100	eval-error:0.141006
[17]	train-error:0.161935	eval-error:0.140980
[18]	train-error:0.161806	eval-error:0.141476
[19]	train-error:0.161601	eval-error:0.141319
[20]	train-error:0.161578	eval-error:0.141170
[21]	train-error:0.161244	eval-error:0.140985
[22]	train-error:0.161113	eval-error:0.140964
[23]	train-error:0.161023	eval-error:0.141091
[24]	train-error:0.160803	eval-error:0.141089
[25]	train-error:0.160632	eval-error:0.141079
[26]	train-error:0.160397	eval-error:0.141148
[27]	train-error:0.160268	eval-error:0.141456
[28]	train-error:0.160139	eval-error:0.141112
[29]	train-error:0.159991	eval-error:0.141024
[30]	train-error:0.159776	eval-error:0.141059
[31]	train-error:0.159693	eval-error:0.140747
[32]	train-error:0.159479	eval-error:0.140499
[33]	train-error:0.159280	eval-error:0.140490
[34]	train-error:0.159033	eval-error:0.140080
[35]	train-error:0.158882	eval-error:0.140133
[36]	train-error:0.158759	eval-error:0.139937
[37]	train-error:0.158565	eval-error:0.140187
[38]	train-error:0.158431	eval-error:0.140072
[39]	train-error:0.158303	eval-error:0.139968
[40]	train-error:0.158183	eval-error:0.139912
[41]	train-error:0.158055	eval-error:0.139934
[42]	train-error:0.157935	eval-error:0.140249
[43]	train-error:0.157763	eval-error:0.139996
[44]	train-error:0.157655	eval-error:0.140183
[45]	train-error:0.157491	eval-error:0.140136
[46]	train-error:0.157360	eval-error:0.140299
[47]	train-error:0.157236	eval-error:0.140100
[48]	train-error:0.157061	eval-error:0.140224
[49]	train-error:0.156947	eval-error:0.140423
[0]	train-error:0.167792	eval-error:0.148597
[1]	train-error:0.166500	eval-error:0.146777
[2]	train-error:0.166162	eval-error:0.145793
[3]	train-error:0.165476	eval-error:0.145610
[4]	train-error:0.165170	eval-error:0.145156
