[0]	train-error:0.168629	eval-error:0.139420
[1]	train-error:0.166871	eval-error:0.138147
[2]	train-error:0.165855	eval-error:0.137121
[3]	train-error:0.165165	eval-error:0.137487
[4]	train-error:0.164780	eval-error:0.137314
[5]	train-error:0.164518	eval-error:0.137076
[6]	train-error:0.164449	eval-error:0.137016
[7]	train-error:0.164290	eval-error:0.137033
[8]	train-error:0.164068	eval-error:0.137086
[9]	train-error:0.163728	eval-error:0.136903
[10]	train-error:0.163421	eval-error:0.136552
[11]	train-error:0.163133	eval-error:0.136898
[12]	train-error:0.162911	eval-error:0.136659
[13]	train-error:0.162724	eval-error:0.136487
[14]	train-error:0.162592	eval-error:0.136175
[15]	train-error:0.162379	eval-error:0.136254
[16]	train-error:0.162152	eval-error:0.136507
[17]	train-error:0.161966	eval-error:0.136506
[18]	train-error:0.161827	eval-error:0.136821
[19]	train-error:0.161676	eval-error:0.136048
[20]	train-error:0.161481	eval-error:0.136270
[21]	train-error:0.161250	eval-error:0.136312
[22]	train-error:0.161066	eval-error:0.136035
[23]	train-error:0.160868	eval-error:0.135913
[24]	train-error:0.160701	eval-error:0.135749
[25]	train-error:0.160502	eval-error:0.135836
[26]	train-error:0.160368	eval-error:0.136052
[27]	train-error:0.160218	eval-error:0.135790
[28]	train-error:0.160070	eval-error:0.135906
[29]	train-error:0.159938	eval-error:0.136037
[30]	train-error:0.159700	eval-error:0.136175
[31]	train-error:0.159492	eval-error:0.136063
[32]	train-error:0.159331	eval-error:0.135769
[33]	train-error:0.159199	eval-error:0.135693
[34]	train-error:0.159059	eval-error:0.135725
[35]	train-error:0.158820	eval-error:0.135782
[36]	train-error:0.158641	eval-error:0.135859
[37]	train-error:0.158541	eval-error:0.135705
[38]	train-error:0.158426	eval-error:0.135552
[39]	train-error:0.158285	eval-error:0.135118
[40]	train-error:0.158070	eval-error:0.135092
[41]	train-error:0.157935	eval-error:0.135487
[42]	train-error:0.157845	eval-error:0.135772
[43]	train-error:0.157630	eval-error:0.135697
[44]	train-error:0.157475	eval-error:0.135246
[45]	train-error:0.157376	eval-error:0.135441
[46]	train-error:0.157242	eval-error:0.135345
[47]	train-error:0.157133	eval-error:0.135667
[48]	train-error:0.156971	eval-error:0.135414
[49]	train-error:0.156814	eval-error:0.135388
[0]	train-error:0.172990	eval-error:0.152107
[1]	train-error:0.171461	eval-error:0.148853
[2]	train-error:0.170852	eval-error:0.148628
[3]	train-error:0.170329	eval-error:0.149219
[4]	train-error:0.169398	eval-error:0.148822
[5]	train-error:0.167949	eval-error:0.147916
[6]	train-error:0.166590	eval-error:0.147583
[7]	train-error:0.165744	eval-error:0.147564
[8]	train-error:0.165756	eval-error:0.147157
[9]	train-error:0.165117	eval-error:0.146818
[10]	train-error:0.164054	eval-error:0.145851
[11]	train-error:0.163693	eval-error:0.145677
[12]	train-error:0.163436	eval-error:0.145341
[13]	train-error:0.163092	eval-error:0.144468
[14]	train-error:0.162791	eval-error:0.144452
[15]	train-error:0.162576	eval-error:0.144224
[16]	train-error:0.162401	eval-error:0.143855
[17]	train-error:0.162148	eval-error:0.143484
[18]	train-error:0.161914	eval-error:0.143595
[19]	train-error:0.161600	eval-error:0.142901
[20]	train-error:0.161437	eval-error:0.143234
[21]	train-error:0.161250	eval-error:0.143053
[22]	train-error:0.161041	eval-error:0.142803
[23]	train-error:0.160892	eval-error:0.142755
[24]	train-error:0.160641	eval-error:0.142670
[25]	train-error:0.160477	eval-error:0.142521
[26]	train-error:0.160228	eval-error:0.142880
[27]	train-error:0.160083	eval-error:0.142720
[28]	train-error:0.159859	eval-error:0.142509
[29]	train-error:0.159720	eval-error:0.142378
[30]	train-error:0.159595	eval-error:0.141861
[31]	train-error:0.159421	eval-error:0.142242
[32]	train-error:0.159245	eval-error:0.141946
[33]	train-error:0.159104	eval-error:0.141992
[34]	train-error:0.158904	eval-error:0.141875
[35]	train-error:0.158731	eval-error:0.141823
[36]	train-error:0.158556	eval-error:0.141764
[37]	train-error:0.158380	eval-error:0.142171
[38]	train-error:0.158229	eval-error:0.142002
[39]	train-error:0.158115	eval-error:0.142128
[40]	train-error:0.158005	eval-error:0.142011
[41]	train-error:0.157851	eval-error:0.141714
[42]	train-error:0.157748	eval-error:0.141677
[43]	train-error:0.157576	eval-error:0.141775
[44]	train-error:0.157415	eval-error:0.141874
[45]	train-error:0.157349	eval-error:0.141570
[46]	train-error:0.157147	eval-error:0.141983
[47]	train-error:0.156997	eval-error:0.141950
[48]	train-error:0.156838	eval-error:0.141852
[49]	train-error:0.156689	eval-error:0.141481
[0]	train-error:0.177227	eval-error:0.153404
[1]	train-error:0.172899	eval-error:0.150082
[2]	train-error:0.172278	eval-error:0.149232
[3]	train-error:0.171159	eval-error:0.149098
[4]	train-error:0.167142	eval-error:0.146196
[5]	train-error:0.165601	eval-error:0.144564
[6]	train-error:0.164845	eval-error:0.143309
[7]	train-error:0.164338	eval-error:0.141904
[8]	train-error:0.164394	eval-error:0.141966
[9]	train-error:0.163982	eval-error:0.141765
[10]	train-error:0.163720	eval-error:0.140675
[11]	train-error:0.163359	eval-error:0.140639
[12]	train-error:0.163176	eval-error:0.140540
[13]	train-error:0.162940	eval-error:0.140017
